dism1990;herf;lenper;lngini_w;lngini_b;povrate_w;povrate_b
0.6927282810211182;0.8320522308349609;0.0011756259482353926;-0.9003332257270813;-0.7214578986167908;0.06849604099988937;0.27285531163215637
0.6196199655532837;0.6676356196403503;4.711351648438722e-4;-0.9302095770835876;-0.7728421092033386;0.07506024837493896;0.3028392493724823
0.5216737985610962;0.7264987230300903;8.039635722525418e-4;-0.89333575963974;-1.02143132686615;0.12236442416906357;0.38859179615974426
0.34508615732192993;0.6713041663169861;3.720649110618979e-4;-1.0013427734375;-1.2222180366516113;0.07455619424581528;0.11544280499219894
0.4992336928844452;0.7989099621772766;4.835152067244053e-4;-0.9136343002319336;-0.7029398083686829;0.08774951100349426;0.1903083175420761
0.6320750713348389;0.6642677783966064;0.013210171833634377;-0.9267226457595825;-0.794215977191925;0.07192523032426834;0.2032090574502945
0.5119155049324036;0.8871862888336182;0.0014487513108178973;-0.9757328033447266;-0.8256951570510864;0.04664110392332077;0.2320602983236313
0.6348613500595093;0.709021806716919;7.416346343234181e-4;-0.9242419600486755;-0.6952008008956909;0.09270208328962326;0.2435266375541687
0.6208468079566956;0.7244638204574585;7.172551122494042e-4;-0.9120630621910095;-0.7272263765335083;0.07854524999856949;0.3028940260410309
0.7413877844810486;0.8306090235710144;8.358221966773272e-4;-0.9369463920593262;-0.6621398329734802;0.07857294380664825;0.3550040125846863
0.5162482857704163;0.7112908363342285;0.0010320170549675822;-0.9200799465179443;-0.7782250046730042;0.10216780006885529;0.4039057791233063
0.3545885980129242;0.7420244216918945;5.135356914252043e-4;-0.8194583058357239;-0.707959771156311;0.1738351434469223;0.30596214532852173
0.356505423784256;0.5626182556152344;2.9715991695411503e-4;-0.9006742238998413;-1.2721489667892456;0.07874906063079834;0.18239299952983856
0.36774981021881104;0.49846625328063965;3.145633963868022e-4;-0.7959553599357605;-1.0333976745605469;0.08342952281236649;0.17072051763534546
0.6754592657089233;0.6011221408843994;3.2632812508381903e-4;-0.8876495957374573;-0.8650619387626648;0.15132753551006317;0.19202205538749695
0.49018487334251404;0.35263174772262573;1.8740147061180323e-4;-0.9185619950294495;-1.0295413732528687;0.05103793740272522;0.21401382982730865
0.8069586157798767;0.7260318994522095;0.002366218715906143;-0.9008063673973083;-0.6907578706741333;0.07813715189695358;0.33088865876197815
0.3856792151927948;0.7353342771530151;6.740263197571039e-4;-0.9716074466705322;-1.0622851848602295;0.0816958025097847;0.2237609326839447
0.6364413499832153;0.9082971215248108;9.453259990550578e-4;-0.9392169117927551;-0.7600385546684265;0.07665970921516418;0.28127387166023254
0.4419974386692047;0.674888551235199;0.001254492555744946;-0.8868618607521057;-0.7912424206733704;0.12088146805763245;0.3040332496166229
0.46575966477394104;0.6366127729415894;3.7331462954171e-4;-0.8312421441078186;-0.9359430074691772;0.1696532517671585;0.3940928280353546
0.7612133622169495;0.9753046631813049;0.0035455748438835144;-0.8905713558197021;-0.7089740037918091;0.06466025114059448;0.2791749835014343
0.42479220032691956;0.7486333847045898;6.500484887510538e-4;-0.9398190379142761;-0.9462045431137085;0.06609652936458588;0.1541905701160431
0.5045257210731506;0.6221823692321777;2.8582900995388627e-4;-0.9515471458435059;-0.7563923001289368;0.06494909524917603;0.12529858946800232
0.7512221336364746;0.8867877721786499;8.928670431487262e-4;-0.9200426936149597;-0.7725932002067566;0.07577952742576599;0.2488282471895218
0.5837199687957764;0.8776999711990356;0.001175583223812282;-0.9181893467903137;-0.7293292880058289;0.08516058325767517;0.3796095550060272
0.6622200012207031;0.8236382007598877;0.0012081534368917346;-0.9022596478462219;-0.8169546127319336;0.05902748182415962;0.27851518988609314
0.8727628588676453;0.9867913126945496;0.0030230821575969458;-0.9160526394844055;-0.714626669883728;0.07983969897031784;0.2601775527000427
0.5840013027191162;0.2375684380531311;6.24528736807406e-4;-0.8963216543197632;-1.3950815200805664;0.11053439974784851;0.3515379726886749
0.5652578473091125;0.7493613958358765;5.297268508002162e-4;-0.9302982091903687;-0.695440948009491;0.11328745633363724;0.34703895449638367
0.6356959939002991;0.6805498600006104;0.001016427529975772;-0.9170252680778503;-0.69014573097229;0.09857462346553802;0.3490069806575775
0.39523011445999146;0.48744601011276245;1.621891715331003e-4;-0.8788089752197266;-0.7188398838043213;0.13092224299907684;0.26401370763778687
0.46816161274909973;0.726622462272644;3.6814616760239005e-4;-0.8568246960639954;-1.00709867477417;0.14758771657943726;0.504218578338623
0.37312474846839905;0.5307102799415588;2.529729681555182e-4;-0.9276555180549622;-0.8901364803314209;0.12504124641418457;0.22122302651405334
0.8092149496078491;0.7122044563293457;6.087908986955881e-4;-0.9264665246009827;-0.7062290906906128;0.08415097743272781;0.29610133171081543
0.4891296923160553;0.7155556678771973;3.6607205402106047e-4;-0.9324624538421631;-1.0170767307281494;0.0856805071234703;0.13104325532913208
